Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical
Turkey,2.4,Enhanced social distancing of elderly,35%,84339067,41868971,105639,923654,140048
Turkey,2.7,Enhanced social distancing of elderly,39%,84339067,45899160,122587,1037988,162504
Turkey,3,Enhanced social distancing of elderly,43%,84339067,49685992,174771,1243144,231803
Turkey,3.3,Enhanced social distancing of elderly,46%,84339067,52506223,194412,1344763,257833
Turkey,2.4,Social distancing whole population,36%,84339067,42866201,172668,1120700,228909
Turkey,2.7,Social distancing whole population,40%,84339067,46908616,194416,1247429,257833
Turkey,3,Social distancing whole population,44%,84339067,50215234,213192,1354386,282672
Turkey,3.3,Social distancing whole population,47%,84339067,52971184,229580,1445939,304340
Turkey,2.4,Unmitigated,0%,84339067,68257784,337078,2004656,446870
Turkey,2.7,Unmitigated,0%,84339067,72224085,371697,2169037,492723
Turkey,3,Unmitigated,0%,84339067,75070796,399369,2294729,529432
Turkey,3.3,Unmitigated,0%,84339067,77162280,421731,2392431,559340
Turkmenistan,2.4,Enhanced social distancing of elderly,35%,6031187,3121639,6467,60448,8574
Turkmenistan,2.7,Enhanced social distancing of elderly,39%,6031187,3409144,7400,67269,9815
Turkmenistan,3,Enhanced social distancing of elderly,43%,6031187,3654644,9960,78016,13203
Turkmenistan,3.3,Enhanced social distancing of elderly,46%,6031187,3850154,10904,83537,14454
Turkmenistan,2.4,Social distancing whole population,37%,6031187,3151105,9633,69712,12771
Turkmenistan,2.7,Social distancing whole population,41%,6031187,3436102,10683,76796,14162
Turkmenistan,3,Social distancing whole population,44%,6031187,3668428,11564,82665,15331
Turkmenistan,3.3,Social distancing whole population,47%,6031187,3861568,12316,87614,16335
Turkmenistan,2.4,Unmitigated,0%,6031187,4962684,16993,117099,22528
Turkmenistan,2.7,Unmitigated,0%,6031187,5234319,18278,124759,24239
Turkmenistan,3,Unmitigated,0%,6031187,5427885,19238,130335,25510
Turkmenistan,3.3,Unmitigated,0%,6031187,5568599,19965,134462,26469
Uganda,2.4,Enhanced social distancing of elderly,35%,45741000,25332930,37656,340227,49922
Uganda,2.7,Enhanced social distancing of elderly,39%,45741000,27389680,41724,369936,55310
Uganda,3,Enhanced social distancing of elderly,44%,45741000,28728218,51836,412124,68726
Uganda,3.3,Enhanced social distancing of elderly,47%,45741000,30088425,54797,432267,72677
Uganda,2.4,Social distancing whole population,37%,45741000,24767992,50272,374481,66646
Uganda,2.7,Social distancing whole population,41%,45741000,26858864,53585,402071,71072
Uganda,3,Social distancing whole population,45%,45741000,28551684,56144,423847,74441
Uganda,3.3,Social distancing whole population,48%,45741000,29951750,58172,441439,77116
Uganda,2.4,Unmitigated,0%,45741000,38381771,68481,537832,90787
Uganda,2.7,Unmitigated,0%,45741000,40294022,70273,556733,93163
Uganda,3,Unmitigated,0%,45741000,41642067,71377,569078,94622
Uganda,3.3,Unmitigated,0%,45741000,42614144,72080,577356,95590
Ukraine,2.4,Enhanced social distancing of elderly,35%,43733759,19457237,69663,545038,92354
Ukraine,2.7,Enhanced social distancing of elderly,38%,43733759,21480926,82161,621199,108963
Ukraine,3,Enhanced social distancing of elderly,42%,43733759,23610944,122546,769413,162484
Ukraine,3.3,Enhanced social distancing of elderly,45%,43733759,25100051,138299,842776,183337
Ukraine,2.4,Social distancing whole population,36%,43733759,20341591,122293,695165,162126
Ukraine,2.7,Social distancing whole population,40%,43733759,22415578,139921,784729,185480
Ukraine,3,Social distancing whole population,43%,43733759,24132231,155542,862177,206199
Ukraine,3.3,Social distancing whole population,46%,43733759,25578449,169512,929966,224811
Ukraine,2.4,Unmitigated,0%,43733759,33300367,260783,1341526,345724
Ukraine,2.7,Unmitigated,0%,43733759,35540535,294787,1482102,391081
Ukraine,3,Unmitigated,0%,43733759,37203041,323404,1595427,428867
Ukraine,3.3,Unmitigated,0%,43733759,38462530,347583,1687722,460705
United Arab Emirates,2.4,Enhanced social distancing of elderly,33%,9890400,5332420,11708,130623,15522
United Arab Emirates,2.7,Enhanced social distancing of elderly,38%,9890400,5762187,12719,141016,16863
United Arab Emirates,3,Enhanced social distancing of elderly,43%,9890400,5981304,14201,149247,18826
United Arab Emirates,3.3,Enhanced social distancing of elderly,46%,9890400,6285635,14821,156233,19653
United Arab Emirates,2.4,Social distancing whole population,36%,9890400,5069148,13056,130289,17309
United Arab Emirates,2.7,Social distancing whole population,40%,9890400,5542229,13901,140950,18433
United Arab Emirates,3,Social distancing whole population,44%,9890400,5928029,14555,149468,19304
United Arab Emirates,3.3,Social distancing whole population,47%,9890400,6248541,15077,156425,19990
United Arab Emirates,2.4,Unmitigated,0%,9890400,8053205,17644,193305,23390
United Arab Emirates,2.7,Unmitigated,0%,9890400,8509756,18189,201871,24117
United Arab Emirates,3,Unmitigated,0%,9890400,8835028,18547,207705,24587
United Arab Emirates,3.3,Unmitigated,0%,9890400,9071765,18790,211769,24911
United Kingdom,2.4,Enhanced social distancing of elderly,34%,67886004,31411840,133654,913618,177188
United Kingdom,2.7,Enhanced social distancing of elderly,38%,67886004,34512550,157036,1037258,208253
United Kingdom,3,Enhanced social distancing of elderly,43%,67886004,37944291,238949,1313637,316815
United Kingdom,3.3,Enhanced social distancing of elderly,46%,67886004,40217603,268084,1434747,355374
United Kingdom,2.4,Social distancing whole population,36%,67886004,33088025,242593,1219928,321610
United Kingdom,2.7,Social distancing whole population,40%,67886004,36249870,273905,1363173,363100
United Kingdom,3,Social distancing whole population,44%,67886004,38851158,301239,1485668,399341
United Kingdom,3.3,Social distancing whole population,47%,67886004,41030656,325345,1591804,431634
United Kingdom,2.4,Unmitigated,0%,67886004,53331345,489828,2268795,649373
United Kingdom,2.7,Unmitigated,0%,67886004,56601671,545684,2480156,723657
United Kingdom,3,Unmitigated,0%,67886004,58995235,591887,2647865,784928
United Kingdom,3.3,Unmitigated,0%,67886004,60787055,630436,2782777,835879
United States,2.4,Enhanced social distancing of elderly,34%,331002647,157164823,623230,4392101,826227
United States,2.7,Enhanced social distancing of elderly,38%,331002647,172412507,729256,4972232,967063
United States,3,Enhanced social distancing of elderly,43%,331002647,188852138,1090267,6232481,1445673
United States,3.3,Enhanced social distancing of elderly,46%,331002647,199911483,1219232,6790097,1616296
United States,2.4,Social distancing whole population,37%,331002647,164661268,1099095,5765915,1457088
United States,2.7,Social distancing whole population,40%,331002647,180136175,1237754,6428279,1640638
United States,3,Social distancing whole population,44%,331002647,192837687,1358164,6992445,1800396
United States,3.3,Social distancing whole population,47%,331002647,203458398,1464020,7479808,1941399
United States,2.4,Unmitigated,0%,331002647,263735706,2186315,10595273,2898432
United States,2.7,Unmitigated,0%,331002647,279390696,2424446,11542084,3214091
United States,3,Unmitigated,0%,331002647,290769042,2619268,12286300,3473985
United States,3.3,Unmitigated,0%,331002647,299216118,2780065,12879412,3685844
United States Virgin Islands,2.4,Enhanced social distancing of elderly,31%,104423,41524,186,1136,247
United States Virgin Islands,2.7,Enhanced social distancing of elderly,34%,104423,46345,224,1329,296
United States Virgin Islands,3,Enhanced social distancing of elderly,39%,104423,51808,345,1752,457
United States Virgin Islands,3.3,Enhanced social distancing of elderly,42%,104423,55472,390,1945,518
United States Virgin Islands,2.4,Social distancing whole population,33%,104423,44321,348,1610,461
United States Virgin Islands,2.7,Social distancing whole population,37%,104423,49270,400,1839,530
United States Virgin Islands,3,Social distancing whole population,41%,104423,53434,445,2041,590
United States Virgin Islands,3.3,Social distancing whole population,43%,104423,56985,486,2219,644
United States Virgin Islands,2.4,Unmitigated,0%,104423,73373,700,3135,928
United States Virgin Islands,2.7,Unmitigated,0%,104423,79346,792,3515,1049
United States Virgin Islands,3,Unmitigated,0%,104423,83879,868,3825,1150
United States Virgin Islands,3.3,Unmitigated,0%,104423,87385,932,4080,1236
Uruguay,2.4,Enhanced social distancing of elderly,33%,3473727,1440954,5457,34704,7235
Uruguay,2.7,Enhanced social distancing of elderly,37%,3473727,1611331,6559,40496,8701
Uruguay,3,Enhanced social distancing of elderly,41%,3473727,1789616,10106,52452,13401
Uruguay,3.3,Enhanced social distancing of elderly,44%,3473727,1916340,11433,58106,15153
Uruguay,2.4,Social distancing whole population,35%,3473727,1509262,9966,46964,13212
Uruguay,2.7,Social distancing whole population,39%,3473727,1681422,11455,53695,15189
Uruguay,3,Social distancing whole population,42%,3473727,1826334,12775,59596,16935
Uruguay,3.3,Social distancing whole population,45%,3473727,1949732,13948,64796,18491
Uruguay,2.4,Unmitigated,0%,3473727,2564862,20633,93491,27353
Uruguay,2.7,Unmitigated,0%,3473727,2762002,23165,103901,30709
Uruguay,3,Unmitigated,0%,3473727,2909521,25241,112220,33477
Uruguay,3.3,Unmitigated,0%,3473727,3021752,26957,118931,35741
Uzbekistan,2.4,Enhanced social distancing of elderly,35%,33469199,17215079,36388,342657,48240
Uzbekistan,2.7,Enhanced social distancing of elderly,39%,33469199,18817956,41656,381762,55226
Uzbekistan,3,Enhanced social distancing of elderly,43%,33469199,20180144,55789,442125,73953
Uzbekistan,3.3,Enhanced social distancing of elderly,46%,33469199,21270530,61072,473622,80975
Uzbekistan,2.4,Social distancing whole population,37%,33469199,17367865,53713,393668,71208
Uzbekistan,2.7,Social distancing whole population,41%,33469199,18956279,59621,434173,79039
Uzbekistan,3,Social distancing whole population,44%,33469199,20252329,64590,467783,85661
Uzbekistan,3.3,Social distancing whole population,47%,33469199,21330461,68826,496125,91259
Uzbekistan,2.4,Unmitigated,0%,33469199,27437261,94968,663895,125900
Uzbekistan,2.7,Unmitigated,0%,33469199,28961720,102220,707992,135547
Uzbekistan,3,Unmitigated,0%,33469199,30050156,107646,740149,142707
Uzbekistan,3.3,Unmitigated,0%,33469199,30843030,111762,764000,148156
Vanuatu,2.4,Enhanced social distancing of elderly,34%,307150,155218,337,3056,447
Vanuatu,2.7,Enhanced social distancing of elderly,38%,307150,168937,380,3344,504
Vanuatu,3,Enhanced social distancing of elderly,43%,307150,178237,503,3809,667
Vanuatu,3.3,Enhanced social distancing of elderly,46%,307150,187293,541,4025,718
Vanuatu,2.4,Social distancing whole population,36%,307150,153355,501,3506,664
Vanuatu,2.7,Social distancing whole population,40%,307150,166774,541,3786,718
Vanuatu,3,Social distancing whole population,44%,307150,177736,574,4010,761
Vanuatu,3.3,Social distancing whole population,47%,307150,186881,601,4194,797
Vanuatu,2.4,Unmitigated,0%,307150,239679,746,5175,989
Vanuatu,2.7,Unmitigated,0%,307150,253112,779,5393,1032
Vanuatu,3,Unmitigated,0%,307150,262915,801,5539,1062
Vanuatu,3.3,Unmitigated,0%,307150,270286,816,5640,1082
Venezuela (Bolivarian Republic of),2.4,Enhanced social distancing of elderly,34%,28435943,13213424,33796,259559,44804
Venezuela (Bolivarian Republic of),2.7,Enhanced social distancing of elderly,38%,28435943,14630954,39861,298051,52852
Venezuela (Bolivarian Republic of),3,Enhanced social distancing of elderly,42%,28435943,15962541,57228,366397,75864
Venezuela (Bolivarian Republic of),3.3,Enhanced social distancing of elderly,45%,28435943,16972862,63835,400847,84625
Venezuela (Bolivarian Republic of),2.4,Social distancing whole population,36%,28435943,13529910,54955,322158,72855
Venezuela (Bolivarian Republic of),2.7,Social distancing whole population,40%,28435943,14939037,62337,363908,82639
Venezuela (Bolivarian Republic of),3,Social distancing whole population,43%,28435943,16110940,68752,399927,91184
Venezuela (Bolivarian Republic of),3.3,Social distancing whole population,46%,28435943,17099863,74368,431268,98609
Venezuela (Bolivarian Republic of),2.4,Unmitigated,0%,28435943,22285075,107419,611782,142408
Venezuela (Bolivarian Republic of),2.7,Unmitigated,0%,28435943,23768827,118288,669534,156865
Venezuela (Bolivarian Republic of),3,Unmitigated,0%,28435943,24850426,126771,713948,168041
Venezuela (Bolivarian Republic of),3.3,Unmitigated,0%,28435943,25652521,133461,748494,176916
Vietnam,2.4,Enhanced social distancing of elderly,34%,97338583,51544002,165555,1375706,219479
Vietnam,2.7,Enhanced social distancing of elderly,38%,97338583,56274816,190434,1528847,252453
Vietnam,3,Enhanced social distancing of elderly,43%,97338583,59521717,268329,1792309,355854
Vietnam,3.3,Enhanced social distancing of elderly,46%,97338583,62528806,294669,1915846,390707
Vietnam,2.4,Social distancing whole population,37%,97338583,51613894,271555,1654584,360005
Vietnam,2.7,Social distancing whole population,41%,97338583,56030494,298664,1806079,396032
Vietnam,3,Social distancing whole population,45%,97338583,59611789,321185,1930004,425793
Vietnam,3.3,Social distancing whole population,48%,97338583,62577131,340220,2033375,451009
Vietnam,2.4,Unmitigated,0%,97338583,80146129,461352,2659283,611622
Vietnam,2.7,Unmitigated,0%,97338583,84225947,491861,2807012,652018
Vietnam,3,Unmitigated,0%,97338583,87124332,514142,2911699,681796
Vietnam,3.3,Unmitigated,0%,97338583,89235141,530665,2987319,703788
Western Sahara,2.4,Enhanced social distancing of elderly,34%,597330,329224,738,6675,979
Western Sahara,2.7,Enhanced social distancing of elderly,38%,597330,357401,829,7361,1099
Western Sahara,3,Enhanced social distancing of elderly,43%,597330,377286,1042,8297,1382
Western Sahara,3.3,Enhanced social distancing of elderly,46%,597330,395808,1115,8792,1478
Western Sahara,2.4,Social distancing whole population,37%,597330,324860,993,7381,1317
Western Sahara,2.7,Social distancing whole population,41%,597330,352885,1076,8038,1426
Western Sahara,3,Social distancing whole population,44%,597330,375603,1143,8572,1515
Western Sahara,3.3,Social distancing whole population,47%,597330,394398,1197,9016,1588
Western Sahara,2.4,Unmitigated,0%,597330,503141,1501,11608,1990
Western Sahara,2.7,Unmitigated,0%,597330,528670,1568,12223,2080
Western Sahara,3,Unmitigated,0%,597330,546494,1614,12654,2140
Western Sahara,3.3,Unmitigated,0%,597330,559210,1646,12963,2181
Yemen,2.4,Enhanced social distancing of elderly,35%,29825968,16727305,29870,258153,39599
Yemen,2.7,Enhanced social distancing of elderly,39%,29825968,18097720,33414,282471,44296
Yemen,3,Enhanced social distancing of elderly,44%,29825968,19045854,43004,320620,57033
Yemen,3.3,Enhanced social distancing of elderly,47%,29825968,19944454,45875,338029,60831
Yemen,2.4,Social distancing whole population,37%,29825968,16473656,42045,292228,55740
Yemen,2.7,Social distancing whole population,41%,29825968,17848124,45162,315172,59891
Yemen,3,Social distancing whole population,45%,29825968,18958476,47617,333453,63126
Yemen,3.3,Social distancing whole population,48%,29825968,19874390,49597,348346,65747
Yemen,2.4,Unmitigated,0%,29825968,25361679,60394,432937,80065
Yemen,2.7,Unmitigated,0%,29825968,26578659,62449,450116,82785
Yemen,3,Unmitigated,0%,29825968,27425691,63769,461520,84538
Yemen,3.3,Unmitigated,0%,29825968,28029353,64638,469270,85731
Zambia,2.4,Enhanced social distancing of elderly,35%,18383956,10249355,15874,142676,21044
Zambia,2.7,Enhanced social distancing of elderly,39%,18383956,11079905,17624,155306,23370
Zambia,3,Enhanced social distancing of elderly,44%,18383956,11624307,22077,173485,29268
Zambia,3.3,Enhanced social distancing of elderly,47%,18383956,12171987,23384,182134,30999
Zambia,2.4,Social distancing whole population,37%,18383956,10031328,21462,157632,28452
Zambia,2.7,Social distancing whole population,41%,18383956,10873833,22912,169403,30372
Zambia,3,Social distancing whole population,45%,18383956,11555399,24037,178713,31870
